timestamp,combined_mb,renderer_mb,gpu_mb,renderer_anon_mb,vram_mb
2026-05-11 12:55:04,2128,708,347,511,1073
2026-05-11 12:55:05,2128,708,347,511,1073
2026-05-11 12:55:05,2128,708,347,511,1073
2026-05-11 12:55:05,2128,708,347,511,1073
2026-05-11 12:55:06,2128,708,347,511,1073
2026-05-11 12:55:06,2128,708,347,511,1073
2026-05-11 12:55:06,2128,708,347,511,1073
2026-05-11 12:55:07,2128,708,347,511,1073
2026-05-11 12:55:07,2128,708,347,511,1073
2026-05-11 12:55:07,2128,708,347,511,1073
2026-05-11 12:55:08,2128,708,347,511,1073
2026-05-11 12:55:08,2128,708,347,511,1073
2026-05-11 12:55:08,2128,708,347,511,1073
2026-05-11 12:55:08,2128,708,347,511,1073
2026-05-11 12:55:09,2128,708,347,511,1073
2026-05-11 12:55:09,2128,708,347,511,1073
2026-05-11 12:55:09,2128,708,347,511,1073
2026-05-11 12:55:10,2128,708,347,511,1073
2026-05-11 12:55:10,2128,708,347,511,1073
2026-05-11 12:55:10,2128,708,347,511,1073
2026-05-11 12:55:11,2128,708,347,511,1073
2026-05-11 12:55:11,2128,708,347,511,1073
2026-05-11 12:55:11,2128,708,347,511,1073
2026-05-11 12:55:12,2128,708,347,511,1073
2026-05-11 12:55:12,2128,708,347,511,1073
2026-05-11 12:55:12,2128,708,347,511,1073
2026-05-11 12:55:12,2128,708,347,511,1073
2026-05-11 12:55:13,2128,708,347,511,1073
2026-05-11 12:55:13,2128,708,347,511,1073
2026-05-11 12:55:13,2128,708,347,511,1073
2026-05-11 12:55:14,2128,708,347,511,1073
2026-05-11 12:55:14,2128,708,347,511,1073
2026-05-11 12:55:14,2128,708,347,511,1073
2026-05-11 12:55:15,2128,708,347,511,1073
2026-05-11 12:55:15,2128,708,347,511,1073
2026-05-11 12:55:15,2128,708,347,511,1073
2026-05-11 12:55:16,2128,708,347,511,1073
2026-05-11 12:55:16,2128,708,347,511,1073
2026-05-11 12:55:16,2128,708,347,511,1073
2026-05-11 12:55:17,2128,708,347,511,1073
2026-05-11 12:55:17,2128,708,347,511,1073
2026-05-11 12:55:17,2128,708,347,511,1073
2026-05-11 12:55:17,2128,708,347,511,1073
2026-05-11 12:55:18,2128,708,347,511,1073
2026-05-11 12:55:18,2128,708,347,511,1073
2026-05-11 12:55:18,2128,708,347,511,1073
2026-05-11 12:55:19,2128,708,347,511,1073
2026-05-11 12:55:19,2128,708,347,511,1073
2026-05-11 12:55:19,2128,708,347,511,1073
