timestamp,combined_mb,renderer_mb,gpu_mb,renderer_anon_mb,vram_mb
2026-05-11 13:01:16,4329,2090,546,1671,1693
2026-05-11 13:01:16,4329,2090,546,1671,1693
2026-05-11 13:01:16,4329,2090,546,1671,1693
2026-05-11 13:01:16,4329,2090,546,1671,1693
2026-05-11 13:01:17,4329,2090,546,1671,1693
2026-05-11 13:01:17,4329,2090,546,1671,1693
2026-05-11 13:01:17,4329,2090,546,1671,1693
2026-05-11 13:01:18,4329,2090,546,1671,1693
2026-05-11 13:01:18,4329,2090,546,1671,1693
2026-05-11 13:01:18,4329,2090,546,1671,1693
2026-05-11 13:01:19,4329,2090,546,1671,1693
2026-05-11 13:01:19,4329,2090,546,1671,1693
2026-05-11 13:01:19,4329,2090,546,1671,1693
2026-05-11 13:01:20,4329,2090,546,1671,1693
2026-05-11 13:01:20,4329,2090,546,1671,1693
2026-05-11 13:01:20,4329,2090,546,1671,1693
2026-05-11 13:01:21,4329,2090,546,1671,1693
2026-05-11 13:01:21,4329,2090,546,1671,1693
2026-05-11 13:01:21,4329,2090,546,1671,1693
2026-05-11 13:01:22,4329,2090,546,1671,1693
2026-05-11 13:01:22,4329,2090,546,1671,1693
2026-05-11 13:01:22,4329,2090,546,1671,1693
2026-05-11 13:01:22,4329,2090,546,1671,1693
2026-05-11 13:01:23,4329,2090,546,1671,1693
2026-05-11 13:01:23,4329,2090,546,1671,1693
2026-05-11 13:01:23,4329,2090,546,1671,1693
2026-05-11 13:01:24,4329,2090,546,1671,1693
2026-05-11 13:01:24,4329,2090,546,1671,1693
2026-05-11 13:01:24,4329,2090,546,1671,1693
2026-05-11 13:01:25,4329,2090,546,1671,1693
2026-05-11 13:01:25,4329,2090,546,1671,1693
2026-05-11 13:01:25,4329,2090,546,1671,1693
2026-05-11 13:01:26,4329,2090,546,1671,1693
2026-05-11 13:01:26,4329,2090,546,1671,1693
2026-05-11 13:01:26,4329,2090,546,1671,1693
2026-05-11 13:01:27,4329,2090,546,1671,1693
2026-05-11 13:01:27,4329,2090,546,1671,1693
2026-05-11 13:01:27,4329,2090,546,1671,1693
2026-05-11 13:01:28,4329,2090,546,1671,1693
2026-05-11 13:01:28,4329,2090,546,1671,1693
2026-05-11 13:01:28,4329,2090,546,1671,1693
2026-05-11 13:01:28,4329,2090,546,1671,1693
2026-05-11 13:01:29,4329,2090,546,1671,1693
2026-05-11 13:01:29,4329,2090,546,1671,1693
2026-05-11 13:01:29,4329,2090,546,1671,1693
2026-05-11 13:01:30,4329,2090,546,1671,1693
2026-05-11 13:01:30,4329,2090,546,1671,1693
2026-05-11 13:01:30,4329,2090,546,1671,1693
2026-05-11 13:01:31,4329,2090,546,1671,1693
2026-05-11 13:01:31,4329,2090,546,1671,1693
2026-05-11 13:01:31,4329,2090,546,1671,1693
2026-05-11 13:01:32,4329,2090,546,1671,1693
2026-05-11 13:01:32,4326,2087,546,1668,1693
2026-05-11 13:01:32,4328,2088,546,1668,1694
2026-05-11 13:01:33,4324,2089,546,1669,1689
2026-05-11 13:01:33,4324,2089,546,1668,1689
2026-05-11 13:01:33,4324,2089,546,1668,1689
2026-05-11 13:01:34,4324,2089,546,1668,1689
2026-05-11 13:01:34,4324,2089,546,1668,1689
2026-05-11 13:01:34,4324,2089,546,1668,1689
2026-05-11 13:01:34,4324,2089,546,1668,1689
2026-05-11 13:01:35,4324,2089,546,1668,1689
2026-05-11 13:01:35,4323,2089,546,1668,1688
2026-05-11 13:01:35,4323,2089,546,1668,1688
2026-05-11 13:01:36,4323,2089,546,1668,1688
2026-05-11 13:01:36,4323,2089,546,1668,1688
2026-05-11 13:01:36,4322,2088,546,1668,1688
2026-05-11 13:01:37,4322,2088,546,1668,1688
2026-05-11 13:01:37,4322,2088,546,1668,1688
2026-05-11 13:01:37,4322,2088,546,1668,1688
2026-05-11 13:01:38,4322,2088,546,1668,1688
2026-05-11 13:01:38,4322,2088,546,1668,1688
2026-05-11 13:01:38,4321,2088,546,1668,1687
2026-05-11 13:01:38,4321,2088,546,1668,1687
2026-05-11 13:01:39,4321,2088,546,1668,1687
2026-05-11 13:01:39,4321,2088,546,1668,1687
2026-05-11 13:01:39,4321,2088,546,1668,1687
2026-05-11 13:01:40,4320,2087,546,1666,1687
2026-05-11 13:01:40,4320,2087,546,1666,1687
2026-05-11 13:01:40,4319,2086,546,1665,1687
2026-05-11 13:01:41,4319,2086,546,1665,1687
2026-05-11 13:01:41,4319,2086,546,1665,1687
2026-05-11 13:01:41,4319,2086,546,1665,1687
2026-05-11 13:01:42,4319,2086,546,1665,1687
2026-05-11 13:01:42,4319,2086,546,1665,1687
2026-05-11 13:01:42,4319,2086,546,1665,1687
2026-05-11 13:01:42,4319,2086,546,1665,1687
2026-05-11 13:01:43,4319,2086,546,1665,1687
2026-05-11 13:01:43,4319,2086,546,1665,1687
2026-05-11 13:01:43,4319,2086,546,1665,1687
2026-05-11 13:01:44,4319,2086,546,1665,1687
2026-05-11 13:01:44,4319,2086,546,1665,1687
2026-05-11 13:01:44,4319,2086,546,1665,1687
2026-05-11 13:01:45,4319,2086,546,1665,1687
2026-05-11 13:01:45,4319,2086,546,1665,1687
2026-05-11 13:01:45,4319,2086,546,1665,1687
2026-05-11 13:01:46,4319,2086,546,1665,1687
2026-05-11 13:01:46,4319,2086,546,1665,1687
2026-05-11 13:01:46,4319,2086,546,1665,1687
2026-05-11 13:01:46,4319,2086,546,1665,1687
2026-05-11 13:01:47,4319,2086,546,1665,1687
