timestamp,combined_mb,renderer_mb,gpu_mb,tag16_mb,graphics_mb
2026-05-13 17:49:07,5866,2015,3851,1187,2879
2026-05-13 17:49:08,5866,2015,3851,1187,2879
2026-05-13 17:49:08,5748,2015,3733,1187,2761
2026-05-13 17:49:09,5748,2015,3733,1187,2761
2026-05-13 17:49:09,5870,2015,3855,1187,2879
2026-05-13 17:49:10,5870,2015,3855,1187,2879
2026-05-13 17:49:10,5870,2015,3855,1187,2879
2026-05-13 17:49:11,5752,2015,3737,1187,2761
2026-05-13 17:49:11,5870,2015,3855,1187,2879
2026-05-13 17:49:12,5870,2015,3855,1187,2879
2026-05-13 17:49:12,5866,2015,3851,1187,2875
